"Country","Country code","Geographical scope","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Substance","Recall period","Age"
"Portugal","PT","National",,,,,,,,,,,,0.2,,,,,,0.3,,,,,0.4,,,,0.1,,,,,,0.2,,"LSD","Last year","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0,,,,,,0.1,,,,,0.1,,,,0,,,,,,,,"LSD","Last month","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,0.1,,,,,,0.1,,,,,0.3,,,,0,,,,,,,,"LSD","Last month","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,1.7,,,1.5,,,1.6,,,4.6,,,5.8,,,6.1,,,,,"Cannabis","Lifetime","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,2.9,,,2.9,,,3,,,7.1,,,10,,,9.5,,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0.4,,,0.3,,,2,,,3.2,,,3.5,,,,,"Cannabis","Last year","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0.9,,,0.6,,,3.3,,,5.8,,,6,,,,,"Cannabis","Last year","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0.1,,,0.1,,,1,,,1.4,,,1.8,,,,,"Cannabis","Last month","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0.3,,,0.2,,,1.7,,,2.5,,,3,,,,,"Cannabis","Last month","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,0.4,,,0.1,,,0.3,,,0.8,,,0.7,,,1.6,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,0.7,,,0.1,,,0.7,,,1.2,,,1,,,2.4,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0.1,,,0.2,,,0.2,,,0.5,,,,,"Cocaine","Last year","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0.1,,,0.2,,,0.2,,,0.2,,,0.7,,,,,"Cocaine","Last year","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0.1,,,0.4,,,,,"Cocaine","Last month","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0.6,,,,,"Cocaine","Last month","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,0.2,,,0,,,0.1,,,0.3,,,0.3,,,0.2,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,0.5,,,0.1,,,0.1,,,0.5,,,0.5,,,0.3,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0,,,0.1,,,0.1,,,,,,,,"Amphetamines","Last year","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0.1,,,0,,,0.1,,,0.1,,,0.1,,,,,"Amphetamines","Last year","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,"Amphetamines","Last month","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0.1,,,,,,,,"Amphetamines","Last month","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,0.3,,,0.3,,,0.7,,,0.9,,,0.5,,,1,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,0.5,,,0.6,,,0.9,,,1.3,,,0.6,,,1.5,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0.1,,,0.2,,,0.2,,,0.1,,,0.5,,,,,"Ecstasy","Last year","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0.2,,,0.4,,,0.3,,,0.2,,,0.8,,,,,"Ecstasy","Last year","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0.1,,,0.1,,,0,,,0.4,,,,,"Ecstasy","Last month","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0.1,,,0.3,,,0.1,,,0.1,,,0.7,,,,,"Ecstasy","Last month","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,0.2,,,0,,,0.1,,,0.4,,,0.7,,,0.5,,,,,"LSD","Lifetime","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,0.3,,,0,,,0.1,,,0.7,,,1.2,,,0.7,,,,,"LSD","Lifetime","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0,,,0.1,,,0.3,,,0.3,,,,,"LSD","Last year","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0,,,0.2,,,0.5,,,0.5,,,,,"LSD","Last year","Young adults (15-34)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0.1,,,0.3,,,,,"LSD","Last month","All adults (15-64)"
"Romania","RO","National",,,,,,,,,,,,,,,,,,0,,,0,,,0.1,,,0.2,,,0.5,,,,,"LSD","Last month","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,7.7,,8.2,,11.7,,14.9,,15.6,,16.1,,,,10.5,,,,,15.8,,,,17,,,,23.1,"Cannabis","Lifetime","All adults (15-64)"
"Slovakia","SK","National",,,,,,,13.3,,14.4,,20.9,,26.9,,28.2,,28.6,,,,18.8,,,,,27.3,,,,26,,,,34,"Cannabis","Lifetime","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,5.3,,4.8,,7.2,,6.3,,5.8,,6.9,,,,3.6,,,,,4.3,,,,3.8,,,,5.4,"Cannabis","Last year","All adults (15-64)"
"Slovakia","SK","National",,,,,,,9.3,,8.2,,14.6,,13.6,,12.1,,14.7,,,,7.3,,,,,9.3,,,,7.7,,,,10.2,"Cannabis","Last year","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,1.7,,1.4,,2.4,,2.7,,1.7,,2,,,,1.4,,,,,2.1,,,,2.2,,,,3.2,"Cannabis","Last month","All adults (15-64)"
"Slovakia","SK","National",,,,,,,3.3,,2.3,,5.3,,5.9,,3.3,,4.2,,,,2.8,,,,,4.5,,,,0.8,,,,5.8,"Cannabis","Last month","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,1.1,,1,,1,,1,,1.1,,1.2,,,,0.6,,,,,0.7,,,,0.9,,,,2.1,"Cocaine","Lifetime","All adults (15-64)"
"Slovakia","SK","National",,,,,,,1.9,,1.8,,2,,2.2,,1.7,,2,,,,1.1,,,,,1.2,,,,1.5,,,,3.7,"Cocaine","Lifetime","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,0.8,,0.4,,0.4,,0.6,,0.5,,0.6,,,,0.2,,,,,0.1,,,,0.1,,,,0.5,"Cocaine","Last year","All adults (15-64)"
"Slovakia","SK","National",,,,,,,1.5,,0.8,,0.9,,1.4,,1,,1.3,,,,0.4,,,,,0.3,,,,0.2,,,,1.1,"Cocaine","Last year","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,0.2,,0.1,,0.1,,0,,0.1,,0.2,,,,0.1,,,,,0.1,,,,0.1,,,,0.1,"Cocaine","Last month","All adults (15-64)"
"Slovakia","SK","National",,,,,,,0.3,,0.2,,0.2,,0,,0.2,,0.4,,,,0.2,,,,,0.2,,,,0.1,,,,0.2,"Cocaine","Last month","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,0.8,,0.9,,0.9,,0.8,,1.5,,1.2,,,,0.5,,,,,1.4,,,,0.9,,,,1.3,"Amphetamines","Lifetime","All adults (15-64)"
"Slovakia","SK","National",,,,,,,1.4,,1.4,,1.3,,1.7,,2.6,,2.4,,,,1.2,,,,,2.7,,,,1.5,,,,2,"Amphetamines","Lifetime","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,0.5,,0.3,,0.4,,0.2,,0.3,,0.3,,,,0.1,,,,,0.4,,,,0.1,,,,0.1,"Amphetamines","Last year","All adults (15-64)"
"Slovakia","SK","National",,,,,,,0.8,,0.4,,1,,0.6,,0.5,,0.7,,,,0.3,,,,,0.8,,,,0.2,,,,0.1,"Amphetamines","Last year","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,0,,0,,0,,0.1,,0,,0.2,,,,0,,,,,0.3,,,,0.1,,,,0.1,"Amphetamines","Last month","All adults (15-64)"
"Slovakia","SK","National",,,,,,,0.1,,0,,0,,0.2,,0,,0.4,,,,0,,,,,0.6,,,,0.2,,,,0.1,"Amphetamines","Last month","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,,,2,,2.5,,1.8,,4,,4.3,,,,1.9,,,,,3.1,,,,3.1,,,,4.9,"Ecstasy","Lifetime","All adults (15-64)"
"Slovakia","SK","National",,,,,,,,,3.7,,5.4,,3.9,,7.4,,8.4,,,,3.5,,,,,5.9,,,,5.7,,,,8.3,"Ecstasy","Lifetime","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,,,1.1,,1.2,,0.9,,1.6,,1.6,,,,0.5,,,,,0.6,,,,0.5,,,,1,"Ecstasy","Last year","All adults (15-64)"
"Slovakia","SK","National",,,,,,,,,2,,2.6,,2,,3.1,,2.7,,,,0.9,,,,,1.2,,,,1,,,,2.1,"Ecstasy","Last year","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,,,0.1,,0.2,,0.1,,0.4,,0.5,,,,0.2,,,,,0.1,,,,0.2,,,,0.3,"Ecstasy","Last month","All adults (15-64)"
"Slovakia","SK","National",,,,,,,,,0.2,,0.5,,0.2,,0.7,,0.1,,,,0.4,,,,,0.3,,,,0.5,,,,0.5,"Ecstasy","Last month","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,,,,,,,,,,,,,,,0.4,,,,,0.9,,,,0.8,,,,1.5,"LSD","Lifetime","All adults (15-64)"
"Slovakia","SK","National",,,,,,,,,,,,,,,,,,,,,0.8,,,,,1.6,,,,1,,,,2.7,"LSD","Lifetime","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,,,,,,,,,,,,,,,0,,,,,0.1,,,,0.2,,,,0.2,"LSD","Last year","All adults (15-64)"
"Slovakia","SK","National",,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.2,,,,0.3,,,,0.5,"LSD","Last year","Young adults (15-34)"
"Slovakia","SK","National",,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,0.1,,,,0.1,"LSD","Last month","All adults (15-64)"
"Slovakia","SK","National",,,,,,,,,,,,,,,,,,,,,0,,,,,0.1,,,,0.1,,,,0.2,"LSD","Last month","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,15.8,,,,,,20.7,,,,,,"Cannabis","Lifetime","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,28.7,,,,,,33.1,,,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,5.9,,,,,,"Cannabis","Last year","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,10.3,,,,,,12.3,,,,,,"Cannabis","Last year","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,3,,,,,,"Cannabis","Last month","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,6.1,,,,,,"Cannabis","Last month","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,2.7,,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,4.5,,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.8,,,,,,"Cocaine","Last year","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,1.8,,,,,,"Cocaine","Last year","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.3,,,,,,"Cocaine","Last month","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,0.7,,,,,,"Cocaine","Last month","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,2.3,,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,4.3,,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,0.4,,,,,,"Amphetamines","Last year","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,1.1,,,,,,"Amphetamines","Last year","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.2,,,,,,"Amphetamines","Last month","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,0.5,,,,,,"Amphetamines","Last month","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,2.9,,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,4.7,,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,0.5,,,,,,"Ecstasy","Last year","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,1.3,,,,,,"Ecstasy","Last year","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.2,,,,,,"Ecstasy","Last month","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,0.5,,,,,,"Ecstasy","Last month","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2.2,,,,,,"LSD","Lifetime","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,3.5,,,,,,"LSD","Lifetime","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.3,,,,,,"LSD","Last year","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,0.8,,,,,,"LSD","Last year","Young adults (15-34)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.1,,,,,,"LSD","Last month","All adults (15-64)"
"Slovenia","SI","National",,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.2,,,,,,"LSD","Last month","Young adults (15-34)"
"Spain","ES","National",,,,,,14.2,,21.7,,19.8,,24.5,,29,,,28.6,,27.3,32.1,,27.4,,30.4,,31.5,,35.2,,,37.5,,40.9,,"Cannabis","Lifetime","All adults (15-64)"
"Spain","ES","National",,,,,,22.9,,31.8,,28.5,,35,,39,,,38.6,,37.3,42.4,,36.9,,40.2,,38.8,,42,,,45,,47.2,,"Cannabis","Lifetime","Young adults (15-34)"
"Spain","ES","National",,,,,,7.3,,7.6,,7,,9.7,,11.3,,,11.2,,10.1,10.6,,9.6,,9.2,,9.5,,11,,,10.5,,10.6,,"Cannabis","Last year","All adults (15-64)"
"Spain","ES","National",,,,,,12.8,,14.2,,12.7,,17.3,,20.1,,,20.3,,18.8,19.4,,17,,17,,17.1,,18.3,,,19.1,,19.1,,"Cannabis","Last year","Young adults (15-34)"
"Spain","ES","National",,,,,,,,4,,4.5,,6.8,,7.6,,,8.7,,7.1,7.6,,7,,6.6,,7.3,,9.1,,,8,,8.6,,"Cannabis","Last month","All adults (15-64)"
"Spain","ES","National",,,,,,,,7.3,,7.9,,11.9,,13.4,,,15.5,,13.4,14.1,,12.5,,12.2,,12.9,,14.6,,,14.2,,15.1,,"Cannabis","Last month","Young adults (15-34)"
"Spain","ES","National",,,,,,3.7,,3.2,,3.2,,4.9,,5.9,,,7,,8.3,10.2,,8.8,,10.3,,9.1,,10.3,,,11.2,,12,,"Cocaine","Lifetime","All adults (15-64)"
"Spain","ES","National",,,,,,5.9,,5.2,,4.8,,7.7,,8.9,,,9.6,,11.8,13.6,,11.1,,11.7,,9.4,,10.1,,,10.6,,10.7,,"Cocaine","Lifetime","Young adults (15-34)"
"Spain","ES","National",,,,,,1.9,,1.7,,1.6,,2.6,,2.7,,,3,,3.1,2.7,,2.3,,2.2,,2,,2.2,,,2.5,,2.4,,"Cocaine","Last year","All adults (15-64)"
"Spain","ES","National",,,,,,3.4,,2.8,,2.7,,4.6,,4.8,,,5.2,,5.5,4.4,,3.6,,3.3,,3,,2.8,,,3.2,,3.1,,"Cocaine","Last year","Young adults (15-34)"
"Spain","ES","National",,,,,,,,0.8,,0.8,,1.4,,1.1,,,1.6,,1.1,1.3,,1.1,,1,,0.9,,1.1,,,1.2,,1.4,,"Cocaine","Last month","All adults (15-64)"
"Spain","ES","National",,,,,,,,1.5,,1.4,,2.4,,1.9,,,2.8,,1.9,2,,1.7,,1.2,,1.3,,1.3,,,1.2,,1.8,,"Cocaine","Last month","Young adults (15-34)"
"Spain","ES","National",,,,,,2.5,,2.6,,2.2,,3,,3.2,,,3.4,,3.8,3.7,,3.3,,3.8,,3.6,,4,,,4.3,,4.6,,"Amphetamines","Lifetime","All adults (15-64)"
"Spain","ES","National",,,,,,4,,4,,3.2,,4.8,,4.7,,,5.3,,5.5,5.7,,4.6,,4.9,,4.3,,4.1,,,4.2,,4.2,,"Amphetamines","Lifetime","Young adults (15-34)"
"Spain","ES","National",,,,,,1.1,,0.9,,0.7,,1.2,,0.8,,,0.7,,0.9,0.6,,0.6,,0.6,,0.5,,0.5,,,0.7,,0.6,,"Amphetamines","Last year","All adults (15-64)"
"Spain","ES","National",,,,,,1.9,,1.7,,1.4,,2.3,,1.6,,,2.1,,1.7,1.4,,1.1,,1.2,,1,,0.9,,,1.1,,1.1,,"Amphetamines","Last year","Young adults (15-34)"
"Spain","ES","National",,,,,,,,0.3,,0.2,,0.6,,0.2,,,0.4,,0.3,0.3,,0.3,,0.3,,0.2,,0.2,,,0.3,,0.2,,"Amphetamines","Last month","All adults (15-64)"
"Spain","ES","National",,,,,,,,0.5,,0.4,,1.1,,0.4,,,0.9,,0.6,0.7,,0.5,,0.5,,0.5,,0.4,,,0.5,,0.4,,"Amphetamines","Last month","Young adults (15-34)"
"Spain","ES","National",,,,,,2,,2.5,,2.4,,4.2,,4.6,,,4.4,,4.2,4.9,,3.6,,4.3,,3.6,,3.6,,,5,,5.1,,"Ecstasy","Lifetime","All adults (15-64)"
"Spain","ES","National",,,,,,3.5,,4.7,,4.4,,7.9,,8.3,,,7,,7.1,8.4,,5.7,,6.2,,4.7,,4.1,,,5.4,,6.3,,"Ecstasy","Lifetime","Young adults (15-34)"
"Spain","ES","National",,,,,,1.3,,0.9,,0.8,,1.9,,1.4,,,1.2,,1.2,0.8,,0.7,,0.7,,0.6,,0.6,,,0.9,,0.8,,"Ecstasy","Last year","All adults (15-64)"
"Spain","ES","National",,,,,,2.5,,1.6,,1.7,,3.8,,2.9,,,2.5,,2.3,1.8,,1.4,,1.5,,1.3,,1.2,,,1.6,,1.8,,"Ecstasy","Last year","Young adults (15-34)"
"Spain","ES","National",,,,,,,,0.2,,0.5,,0.8,,0.4,,,0.6,,0.4,0.4,,0.3,,0.2,,0.2,,0.2,,,0.3,,0.2,,"Ecstasy","Last month","All adults (15-64)"
"Spain","ES","National",,,,,,,,0.4,,0.8,,1.5,,0.7,,,1.2,,0.8,0.8,,0.6,,0.4,,0.5,,0.3,,,0.6,,0.5,,"Ecstasy","Last month","Young adults (15-34)"
"Spain","ES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Lifetime","All adults (15-64)"
"Spain","ES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Lifetime","Young adults (15-34)"
"Spain","ES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last year","All adults (15-64)"
"Spain","ES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last year","Young adults (15-34)"
"Spain","ES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last month","All adults (15-64)"
"Spain","ES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last month","Young adults (15-34)"
"Sweden","SE","National",,,,,7.1,,,,,,,,,,13.8,11.9,12,12.8,11.2,13.9,14.3,14.2,14.9,14.6,14.4,14.7,15.1,,16.7,,17.4,17.6,17.8,,"Cannabis","Lifetime","All adults (15-64)"
"Sweden","SE","National",,,,,9.1,,,,,,,,,,21,17.9,19.1,18.1,16.2,20.9,20.4,21.4,22.2,20.7,21.4,21.2,21.5,,23.5,,24.4,23.7,22.9,,"Cannabis","Lifetime","Young adults (15-34)"
"Sweden","SE","National",,,,,,,,,,,,,,,2.2,2,2,2.1,1.9,2.9,2.8,2.6,3,2.9,2.9,3.2,3.4,,3.9,,3.8,3.3,3.2,,"Cannabis","Last year","All adults (15-64)"
"Sweden","SE","National",,,,,0.5,,,,,,,,,,5.3,4.8,5,4.8,4.5,6.8,6.2,6.1,6.9,6,6.3,7.3,7.3,,7.9,,7.6,6.5,6.6,,"Cannabis","Last year","Young adults (15-34)"
"Sweden","SE","National",,,,,,,,,,,,,,,0.8,0.8,0.6,0.6,0.5,0.9,1,0.9,0.9,0.9,0.7,0.9,1.1,,1.4,,1,1.2,1.2,,"Cannabis","Last month","All adults (15-64)"
"Sweden","SE","National",,,,,,,,,,,,,,,1.6,1.8,1.5,1.3,1,2,2.1,2,2,1.6,1.4,1.8,2.1,,2.8,,2,2.2,2.3,,"Cannabis","Last month","Young adults (15-34)"
"Sweden","SE",,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Sweden","SE",,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,1.2,,,,1.3,,,"Cocaine","Last year","All adults (15-64)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,2.5,,,,2.8,,,"Cocaine","Last year","Young adults (15-34)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.2,,,,0.2,,,"Cocaine","Last month","All adults (15-64)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.3,,,,0.4,,,"Cocaine","Last month","Young adults (15-34)"
"Sweden","SE",,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Sweden","SE",,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,0.7,,,"Amphetamines","Last year","All adults (15-64)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,1.6,,,"Amphetamines","Last year","Young adults (15-34)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,0.2,,,"Amphetamines","Last month","All adults (15-64)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,0.4,,,"Amphetamines","Last month","Young adults (15-34)"
"Sweden","SE",,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Sweden","SE",,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.9,,,,0.8,,,"Ecstasy","Last year","All adults (15-64)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,2,,,"Ecstasy","Last year","Young adults (15-34)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.2,,,,0.1,,,"Ecstasy","Last month","All adults (15-64)"
"Sweden","SE","National",,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.3,,,,0.3,,,"Ecstasy","Last month","Young adults (15-34)"
"Sweden","SE",,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Lifetime","All adults (15-64)"
"Sweden","SE",,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Lifetime","Young adults (15-34)"
"Sweden","SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last year","All adults (15-64)"
"Sweden","SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last year","Young adults (15-34)"
"Sweden","SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last month","All adults (15-64)"
"Sweden","SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last month","Young adults (15-34)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,"Cannabis","Lifetime","All adults (15-64)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,"Cannabis","Last year","All adults (15-64)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,"Cannabis","Last year","Young adults (15-34)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,"Cannabis","Last month","All adults (15-64)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,"Cannabis","Last month","Young adults (15-34)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,"Cocaine","Last year","All adults (15-64)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,"Cocaine","Last year","Young adults (15-34)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,"Cocaine","Last month","All adults (15-64)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,"Cocaine","Last month","Young adults (15-34)"
"Türkiye","TR","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,"Amphetamines","Lifetime","All adults (15-64)"
